Gene,GSM94019,GSM94020,GSM94021,GSM94022,GSM94023,GSM94024,GSM94025,GSM94026,GSM94027,GSM94028,GSM94029,GSM94030,GSM94031,GSM94032,GSM94033,GSM94034,GSM94035,GSM94036,GSM94037,GSM94038,GSM94039,GSM94040,GSM94041,GSM94042,GSM94043,GSM94044,GSM94045,GSM94046,GSM94047,GSM94048,GSM94049,GSM94050,GSM94051,GSM94052,GSM94053,GSM94054,GSM94055,GSM94056,GSM94057,GSM94058,GSM94059,GSM94060,GSM94061,GSM94062,GSM94063,GSM94064,GSM94065,GSM94066,GSM94067,GSM94068,GSM94069,GSM94070,GSM94071,GSM94072,GSM94073,GSM94074,GSM94075,GSM94155,GSM94156,GSM94157,GSM94160,GSM94161,GSM94162,GSM94163,GSM94164,GSM94165,GSM94166,GSM94167,GSM94168,GSM94169,GSM94170,GSM94171,GSM94172,GSM94173,GSM94174,GSM94175,GSM94176,GSM94177,GSM94178,GSM98767,GSM98768,GSM98769,GSM98770,GSM98771,GSM98772,GSM98773,GSM98774,GSM98775,GSM98776,GSM98777,GSM98778,GSM98779,GSM98780,GSM98781,GSM98782,GSM98783,GSM98784
NONO,9.5995,9.15317,9.73298,9.74313,9.78788,10.0551,9.81738,9.17207,9.97857,7.48027,9.63596,9.93181,9.15684,9.75299,9.62831,9.80336,9.33447,9.91709,9.87147,8.93215,8.4686,9.91516,10.02,8.83557,9.3556,9.0807,9.51479,9.7902,9.2766,9.95657,9.52233,10.12,9.5577,9.99879,6.9884,9.86474,10.1161,10.0977,8.22327,9.98907,9.78442,8.2093,9.83108,8.35916,9.75336,8.42413,10.1236,9.0452,9.88034,8.65083,9.95298,7.58023,9.97334,9.46837,9.84694,9.66831,10.2115,9.85602,7.69659,10.0028,9.79405,10.0885,9.80618,9.35066,9.67954,9.76771,9.71101,9.18557,9.69358,9.34717,9.85595,9.74888,9.74894,9.41201,9.66808,9.56745,9.78471,9.63066,9.1913,9.947,9.54031,10.0273,9.50238,9.68127,9.85477,9.68126,10.087,10.0117,9.85575,9.58667,9.93202,10.1142,9.8638,9.71462,10.1036,10.0347,10.0816
NPM1,8.23645,7.36291,9.22295,8.81795,8.84632,8.72548,9.73178,8.80032,9.46892,7.38871,9.03966,8.87791,7.64753,8.84957,7.99643,9.08405,7.92809,8.80042,8.80569,7.34994,6.9008,8.91993,8.94662,6.7765,7.99811,6.98761,8.78392,9.23126,7.92462,8.77964,8.78675,9.27787,8.10704,9.4528,6.81283,8.58213,9.25626,8.56315,8.26695,9.06804,8.69502,6.35846,8.93839,7.06038,8.17686,6.05887,8.74273,6.2118,9.31992,7.40486,9.12751,6.88761,9.24801,8.93829,8.37997,10.1011,9.51429,9.45863,7.34516,8.79674,8.9115,8.40719,8.70362,6.558,8.797,9.05708,8.62597,7.41257,9.11877,8.18413,8.94792,8.8648,9.07797,7.46439,8.30567,7.83924,8.6502,8.48837,6.59132,8.36459,8.50139,7.80488,9.00894,7.37868,8.72307,8.61294,8.75917,8.62664,8.6131,7.90648,8.77093,8.80011,8.80914,8.4337,9.38413,8.67056,9.42257
OAZ1,8.65949,7.60537,9.26306,8.72841,9.05357,8.6073,9.35736,9.41997,9.27888,5.37492,8.88697,9.05413,8.09884,8.81888,8.00928,8.81621,8.57938,9.17403,9.61959,6.63106,5.7139,9.1527,9.20019,7.81038,8.40202,7.20007,9.08045,9.48699,8.61269,9.40252,8.89627,9.10681,8.69668,9.31121,5.00821,9.01482,9.07375,9.41069,7.05982,9.3944,9.50772,6.49548,9.42927,7.41751,8.9092,6.59218,9.27761,6.66432,9.27763,6.84727,9.34546,5.4153,9.29164,7.90828,8.36345,9.01326,9.31861,9.09541,5.64703,8.78814,9.02438,8.85147,9.14456,7.38565,9.11177,9.54048,9.11871,7.77884,9.52626,8.84616,9.0434,9.2893,9.11051,6.96244,8.58013,8.59875,8.49918,9.0793,7.17375,9.33202,9.86487,9.62813,9.38848,8.45114,8.75788,8.6921,8.72663,8.92926,8.98178,8.27415,8.96277,9.64183,8.99755,8.71539,9.38611,9.18585,9.53836
PARK7,9.89423,9.72444,10.0771,10.0273,9.99465,9.97556,10.416,9.2831,10.5297,8.2299,9.63866,10.165,10.2166,9.55112,9.86274,9.9796,9.88381,9.84612,10.2514,9.61733,9.35222,9.93293,10.6552,10.4928,10.4212,10.2328,10.0223,10.3365,10.5227,10.6887,10.2342,10.3334,10.162,10.649,8.08996,9.66905,10.0777,10.2738,8.42977,10.5469,10.1221,8.51169,10.1125,8.37112,10.4389,9.52573,10.0053,9.88391,10.0057,9.6891,9.88863,8.5577,10.1646,10.294,10.2365,10.3736,10.6342,9.96034,8.66292,10.1082,10.0865,10.3763,10.3766,10.1588,10.2113,10.234,10.1563,9.8633,10.3609,10.1152,9.98373,10.3497,10.4799,9.45614,10.3283,10.0038,9.94626,10.3508,10.0696,10.1659,9.89841,10.0059,10.1226,9.99442,10.1181,10.2133,10.5242,10.1388,10.1155,10.3056,10.0061,10.2678,9.87541,9.58394,9.99255,9.8125,10.3483
PAX8,6.30507,6.35807,6.21673,6.37722,6.36937,6.50111,5.92525,6.57078,6.40797,7.0772,6.60854,6.80233,6.93737,6.41193,6.81321,6.3667,6.64157,6.40365,6.29974,6.33556,6.01415,5.90379,6.07642,6.63426,6.31978,6.00115,5.99639,5.94644,6.08759,5.86925,6.29187,5.66768,6.1216,5.60802,6.95897,5.87615,5.85201,5.72955,6.58207,5.69445,6.14191,6.5966,5.79074,6.6248,5.91906,5.95596,6.03457,6.52272,5.93377,5.75027,6.16939,6.50704,6.1267,6.06176,6.11669,5.40642,5.85027,5.69136,5.85312,5.80707,5.96181,6.12514,6.06292,6.82918,5.79403,5.87736,5.81077,6.54898,6.15743,6.10029,6.01205,5.88471,6.05754,6.39413,6.02494,6.13586,6.17525,5.69562,6.38721,6.15068,6.32734,5.95336,5.963,6.14236,6.09372,6.34607,6.09588,6.07218,6.21435,6.26762,6.32673,6.05024,6.157,6.17259,5.8831,5.87414,6.17261
PLD1,5.85822,5.84889,5.97835,6.40473,5.91357,6.27914,6.0042,5.89288,6.24017,6.70896,5.84961,6.14312,5.93941,5.91331,6.13104,6.13557,5.99145,5.98914,5.82777,6.21866,6.30706,6.02009,5.95766,6.22889,5.84889,5.81137,5.58303,6.02044,5.80579,5.8379,6.10029,6.06811,5.75637,5.82041,6.70502,6.01935,6.14483,5.73529,6.78271,6.07259,5.6313,5.93154,5.85314,6.49265,5.8897,5.46101,6.09624,6.23407,6.13283,5.37287,6.01529,6.01583,5.62723,6.11479,5.8784,6.21891,6.05624,6.10406,6.385,5.86456,6.09939,6.01762,6.08671,6.2393,5.80263,5.90429,5.67204,6.09575,5.92758,5.95048,5.92414,5.98071,6.00237,5.66888,5.76871,6.20189,5.83511,6.09586,6.02846,5.65312,5.79629,6.18219,5.92534,6.16748,6.19512,6.00754,6.0586,6.00824,6.03984,6.19719,6.29889,6.14785,5.88203,6.04941,6.19272,6.02121,5.99803
PRPF8,8.29445,8.05001,8.19436,7.86571,8.76338,8.33454,8.2889,8.0245,8.72553,6.71692,8.50505,8.63851,7.59407,8.18445,8.2441,8.73955,8.00031,8.40793,8.72307,7.63603,7.40021,8.46084,8.89963,6.96771,7.97112,7.66859,8.37276,8.22654,7.95287,8.73563,8.29165,8.56956,8.45739,8.20765,6.99396,8.10868,8.50724,8.0577,6.26607,8.44717,7.88701,6.1243,8.26616,6.27397,8.35592,7.13992,8.57749,6.88727,8.26457,7.0684,8.59445,5.8769,8.44655,7.69418,7.95053,8.28432,8.49722,8.21567,6.38304,8.4222,8.40869,8.72283,8.51209,8.17274,8.68033,8.45722,8.12283,8.15559,8.71444,8.23322,8.38577,8.57557,8.4104,7.70022,7.65033,8.23531,8.45259,8.5567,7.56896,8.00532,8.32449,9.01148,8.40243,8.5238,8.71266,8.15858,8.73626,8.15129,8.85117,8.36269,8.60122,8.67032,8.37731,8.35843,8.14811,8.85139,8.50123
PSMB2,8.35635,8.46809,8.51265,8.5493,8.79218,8.54007,8.5393,8.47782,8.56898,7.845,8.27942,8.7331,8.24094,8.28278,8.41689,8.62326,8.71088,8.46792,8.83685,8.12459,8.04014,8.48499,8.88946,8.92495,8.66805,8.24265,8.78145,8.70426,8.51536,9.01674,8.62388,8.77572,8.86478,8.91972,7.33975,8.95722,8.60709,8.90071,7.50759,8.77707,9.08998,7.04243,8.63848,7.17072,8.67082,7.34085,8.73872,8.17773,8.9029,8.15304,8.43406,6.97386,9.0641,8.45976,8.54279,8.32791,8.69562,9.19024,7.10667,9.19185,9.00996,8.84708,8.77415,8.44849,8.72132,8.76353,8.78217,8.51126,8.92717,8.38593,8.85559,8.50466,8.81822,8.1249,8.71868,8.63066,8.62616,8.94168,8.11596,8.86684,8.52574,8.88866,8.39859,8.74473,8.84184,8.51453,8.85141,8.74667,8.80908,8.71721,8.5684,9.01569,8.91087,8.7442,9.01489,8.792,8.93409
PTPN21,3.79225,4.43938,3.67194,4.02858,3.8777,3.91935,3.76462,4.53566,3.65036,5.20991,3.90597,4.11782,4.56771,3.97497,4.02976,4.38101,3.898,4.23363,3.957,4.58144,4.88646,3.6803,3.50314,4.44853,3.92602,4.16068,3.92709,4.00522,3.9157,3.56328,3.8686,3.4539,4.15369,3.56971,4.59519,3.74585,3.66283,3.81642,4.85,3.6011,3.57221,4.98367,3.71306,4.3964,3.86444,4.3613,3.75675,3.86634,3.76177,3.56739,3.71307,4.13274,3.48482,3.7497,3.61658,3.87479,3.58529,3.96804,5.16362,3.6426,3.78228,3.67999,3.80904,4.47286,3.89777,3.82194,3.69024,3.92735,4.1579,4.35989,3.62401,3.92061,3.79784,4.49355,3.92352,4.10585,4.11464,3.86013,3.92202,3.82314,3.79352,3.72952,4.03492,3.97336,3.88008,3.84115,3.90924,3.70204,3.98916,3.79767,3.98659,4.05087,3.84127,3.70991,3.61146,3.92984,3.62255
RFC2,4.43887,4.69518,4.37508,4.28124,4.31589,4.43514,4.40395,4.66419,4.57992,4.41758,4.48181,4.36432,4.82563,4.47054,4.494,4.25558,4.14347,4.20574,4.53599,4.67424,4.81487,4.49504,4.67338,4.64986,4.62247,4.63793,4.66768,4.55441,4.64865,4.6427,4.59195,4.66495,4.55644,4.68186,4.64892,4.65821,4.5573,4.71404,4.35252,4.83115,4.58075,4.22008,4.71261,4.48759,4.55348,4.98056,4.33984,4.62609,4.40653,4.51695,4.24814,4.80472,4.36255,4.62978,4.26726,4.58072,4.73493,4.75187,4.42938,4.59159,4.42645,4.45806,4.9419,4.56325,4.38871,4.92038,4.63611,4.73863,4.54934,4.33949,4.65206,4.56577,4.62715,4.69265,4.39976,4.85581,4.66997,4.65694,4.55435,4.37513,4.63445,4.8803,4.53135,4.54267,4.55518,4.55464,4.80808,4.41822,4.54631,4.6549,4.71724,4.52806,4.75439,4.59619,4.65141,4.73108,4.5153
RHOA,9.70527,7.6071,10.26,9.76195,9.96967,10.1356,10.4348,9.90035,10.4318,6.6196,10.3204,10.0769,9.01909,10.085,8.41003,10.1186,9.01102,10.188,10.4557,6.75081,6.97333,9.98259,9.92381,8.02031,8.62062,8.03263,10.3095,9.69628,9.18844,10.1527,9.86613,10.2731,9.39885,10.4267,5.40798,10.4514,10.5139,9.95663,8.41887,10.4375,10.5709,6.93641,10.3223,6.92477,9.16422,7.2492,10.5227,7.30083,10.7877,7.31887,10.3835,7.3451,10.5742,9.65228,9.58179,10.288,10.4825,10.5147,6.28917,10.1667,10.6399,10.0494,9.70936,7.56569,9.90281,10.5431,10.2292,8.52249,10.1793,9.42069,10.4428,10.209,10.5239,8.49649,9.32373,8.71049,9.8245,9.86027,8.02939,9.9658,10.5889,9.58053,10.6875,8.43265,9.85979,9.94179,9.76235,10.3555,9.86494,8.91729,10.2852,10.2351,10.2358,9.68182,10.7216,10.3979,10.7597
RNPS1,8.27919,7.86915,8.36454,8.14475,8.32763,8.09503,8.1375,7.75102,7.99582,7.3874,7.81739,8.32845,8.02009,7.68544,8.43637,8.0534,7.869,8.05674,8.11163,7.60258,7.02749,8.13281,8.70113,8.10564,7.77476,7.83872,8.0065,7.90947,8.17928,8.5841,7.95167,8.20069,8.18526,8.37811,6.862,8.07458,8.18854,8.52716,7.12698,7.98799,8.01299,7.08646,8.29715,7.09417,8.13285,7.63809,8.20191,7.79192,8.04486,7.8388,8.1834,7.25909,8.59654,7.81298,8.22188,8.00211,8.41642,8.21165,6.3855,8.00877,7.769,8.38989,8.2621,8.14647,8.25619,8.14688,8.10335,7.91727,8.16427,7.91671,8.12836,7.98894,7.84907,7.38872,8.2369,8.06539,8.08791,8.29866,7.80075,8.31671,8.22344,8.33538,7.91394,8.42169,8.19659,8.02726,8.37828,8.27543,8.10521,8.2099,8.14753,8.10407,8.11582,7.90085,8.25261,8.39706,8.44124
RPL10A,9.67735,8.42806,10.3203,9.77911,10.4929,10.3304,11.1142,10.0869,10.4687,7.04361,10.1785,10.5319,9.31793,9.88379,9.59395,10.3818,9.59964,9.53484,10.6915,8.50631,7.75726,10.463,11.0503,9.20177,9.77249,9.96919,10.4215,10.6217,10.3902,11.0251,10.4264,10.9589,9.85133,10.88,6.48168,9.50972,10.7572,10.0024,8.7679,10.4856,10.0354,6.73934,10.6887,7.34714,10.3825,8.09538,10.1441,8.79128,10.341,8.86815,10.4574,8.08833,10.4638,10.5125,10.2494,11.1667,11.0769,10.2531,6.61928,10.021,10.1136,10.4091,10.7042,9.5218,10.6154,10.5747,10.1332,9.78417,10.819,10.4242,10.0581,10.4337,10.3378,9.03336,9.94867,10.2425,10.1408,10.2255,9.49966,9.96208,10.1863,10.4518,10.3209,9.18279,10.5205,9.87191,10.5756,10.4396,10.9251,9.85862,10.1029,10.5076,10.3174,9.54081,10.8955,10.23,10.5987
RPL11,9.884,8.73707,10.5152,10.2726,10.5354,10.623,11.0169,10.4835,10.6768,7.83301,10.3988,10.4272,9.50498,10.1903,9.67718,10.7752,9.97272,10.0931,10.8549,8.87075,8.39077,10.4834,11.1853,9.80268,10.066,10.2931,10.4034,10.574,10.635,10.9649,10.6022,11.1388,10.0372,11.0915,7.91956,9.86257,10.7653,10.6524,9.21149,11.0116,10.1429,7.69816,10.8618,8.0441,10.7117,9.3173,10.4338,9.00331,10.4599,8.78712,10.4585,8.52863,10.459,10.6769,10.3733,11.0798,10.9228,10.4821,7.5643,10.2949,10.4093,10.2921,10.2774,9.81824,10.6048,10.6488,10.294,10.0954,10.5001,10.5995,10.0785,10.5119,10.5482,9.08326,10.0241,10.2963,10.239,10.3703,9.63683,10.299,10.6683,9.61259,10.4001,9.51092,10.588,10.2499,10.766,10.391,10.9202,10.2533,10.6605,10.4971,10.6215,9.99579,10.6648,10.1899,10.6806
RPL14,7.86033,7.15608,9.11857,8.77233,9.07831,8.89127,9.93405,8.54648,9.41759,5.27072,8.91025,9.05735,8.23702,8.61202,7.79993,9.08372,8.03211,8.29556,9.17018,6.48226,5.70823,9.02446,9.69657,7.78583,8.3778,7.90686,8.76335,9.05935,8.28689,9.56443,9.06879,9.47085,8.36722,9.62121,4.78586,8.46558,9.29945,8.63471,7.10386,9.54269,8.80123,6.29354,9.29058,6.37412,8.8994,6.93728,8.72299,6.20348,9.18644,7.28087,8.50438,6.51621,8.90774,8.72542,8.5873,9.7417,9.6476,9.06703,5.65325,8.64692,8.87756,8.75848,8.93175,7.94682,9.08462,9.21914,8.91397,7.91599,9.30585,8.85092,8.55845,8.93572,8.79604,7.09833,8.29908,8.32563,8.61188,8.71468,7.39778,8.34143,8.64678,9.17787,8.75727,7.63425,8.96155,8.60452,9.11494,8.85435,9.29402,8.38456,8.74949,8.87446,8.78217,8.17963,9.37294,8.37799,9.22651
RPL17,10.4325,9.59703,10.9939,10.7884,10.8709,10.9593,11.3452,10.8421,10.8921,8.26252,10.8197,10.7627,10.429,10.3499,10.2806,10.8903,10.5956,10.5255,10.8645,9.36627,8.78368,11.0031,11.1467,10.3493,10.4077,10.5909,10.7245,11.0261,10.826,11.1182,11.058,11.1742,10.2299,11.1567,6.94424,10.0252,11.213,10.7642,9.57938,11.2835,10.6339,7.56477,10.8923,8.34828,11.0585,9.0116,10.7069,8.92605,10.6952,9.34369,10.6407,8.3304,10.7052,11.0034,10.8121,11.4352,11.4125,10.686,7.65489,10.5227,10.6355,10.6754,10.7363,10.4778,10.987,11.0246,10.753,10.3855,11.1057,11.0174,10.4397,10.8724,10.8525,9.53104,10.7873,10.6495,10.5294,10.6612,10.3615,10.4548,10.8233,10.5003,10.7218,10.0227,10.721,10.5171,10.8331,10.7014,11.158,10.436,10.6615,10.7753,10.9756,10.1582,11.0254,10.3311,10.8094
RPL18,10.2636,10.3279,10.5657,10.5203,10.8783,10.9197,10.9771,10.7005,10.8381,8.39154,10.6597,10.5879,10.4182,10.3561,10.4496,10.6704,10.4534,10.1671,10.7736,9.83137,9.90309,10.758,11.2154,10.8413,10.6807,10.6052,10.3222,10.6396,10.8602,11.3396,10.844,11.2484,10.4204,11.0309,7.27986,10.3021,10.9678,10.6896,9.03619,11.1013,10.5247,8.914,10.9593,9.58304,11.0334,9.83283,10.5093,9.98485,10.7731,10.158,10.6084,9.04653,10.7242,10.5713,10.6079,11.1465,11.342,10.97,9.38927,10.7835,10.5573,10.8032,10.7323,10.9593,10.8864,10.9601,10.6082,10.3118,11.0237,10.3505,10.7816,10.7826,10.3219,9.79393,10.2115,10.8232,10.5552,10.7294,10.1461,10.6078,10.382,11.0804,10.6459,10.6077,10.9348,10.1783,11.0907,10.6805,11.0591,10.6785,10.3992,10.8158,10.7605,10.2381,10.9881,10.7933,10.9213
RPL19,11.0705,11.2306,11.442,11.4194,11.6294,11.6643,11.9029,11.6051,11.7062,10.0588,11.3452,11.6372,11.3451,11.1867,11.2468,11.6421,11.4435,11.1968,11.8538,10.4615,10.4401,11.5899,12.127,11.4172,11.2514,11.4733,11.5172,11.6382,11.8139,11.9176,11.7393,11.8728,11.4749,12.0304,9.07152,11.3337,11.6675,11.3918,10.2106,11.7827,11.4866,9.24273,11.7781,10.5606,11.9614,11.0808,11.4357,10.8303,11.3533,10.663,11.4653,9.61368,11.6377,11.3966,11.4841,12.1126,11.8294,11.7459,9.88873,11.5172,11.4882,11.5821,11.8573,11.3682,11.524,11.7558,11.5304,11.4606,11.8408,11.5954,11.5667,11.479,11.5274,10.8982,11.6213,11.6708,11.1955,11.6585,11.3543,11.2801,11.5887,11.8322,11.4208,11.2612,11.7245,11.1939,11.7608,11.4974,12.058,11.5002,11.6809,11.7741,11.6152,11.1255,11.7675,11.489,11.6496
RPL21,10.8151,10.6107,11.3458,11.1853,11.4147,11.3928,11.7958,11.3767,11.3092,9.10462,11.2039,11.4837,11.1828,10.837,11.0516,11.3671,11.1553,10.7575,11.4019,10.7147,9.93974,11.2695,11.9085,11.6034,12.025,11.4999,11.3563,11.3417,11.975,11.9115,11.572,11.5762,11.1368,11.6376,9.21483,10.5076,11.625,11.475,10.7091,11.8546,11.1809,11.8403,11.6912,10.9859,11.8169,10.3066,11.1117,11.4714,11.2793,11.2908,11.4206,10.3676,11.5187,11.8189,11.3,11.9673,11.863,11.0092,9.7705,11.0833,11.1283,11.1741,11.4069,11.22,11.5577,11.3954,11.496,11.4871,11.5565,11.7612,11.0447,11.515,11.3106,10.3856,11.4945,11.4265,11.1528,11.1473,11.3302,11.1904,11.4793,10.4248,11.4518,11.3665,11.3834,11.0929,11.5115,11.4143,11.7951,11.5408,11.3755,11.2181,11.091,10.7798,11.5223,11.0639,11.3514
RPL24,9.85942,9.53284,10.4359,10.1928,10.2223,10.5462,11.2819,10.5266,10.558,7.65849,10.2925,10.5404,10.0903,10.2184,10.0307,10.699,10.0321,10.0315,10.6417,9.29647,8.56422,10.1647,11.1116,10.2651,10.2637,10.1892,10.643,10.6676,10.718,10.9895,10.5196,10.9475,9.94033,11.0359,7.59606,9.55109,10.8462,10.4909,8.90164,10.9952,10.4738,7.99952,10.8353,9.01303,10.9194,8.61644,10.1642,9.24996,10.4367,9.31356,10.287,8.44767,10.5551,10.825,10.2741,11.0812,10.9209,10.4322,7.90348,10.092,10.2702,10.1128,10.5914,9.73603,10.4989,10.7134,10.2782,10.1296,10.5556,10.5815,10.045,10.5778,10.6445,9.21052,10.171,9.98767,10.1908,10.1828,9.80061,10.3428,10.2878,9.5534,10.2405,9.77274,10.4074,10.1868,10.7273,10.4406,10.906,10.3922,10.5601,10.5805,10.5068,10.0988,10.8288,10.1711,10.7566
RPL27,11.0639,11.2336,11.4219,11.3529,11.5728,11.5129,11.8869,11.5616,11.2612,10.5763,11.3058,11.5353,11.3402,11.2195,11.3581,11.5176,11.4233,11.0658,11.3585,11.5452,11.3129,10.8736,12.001,12.0606,11.9493,11.6988,11.1994,11.4012,11.9795,11.7986,11.5008,11.6038,10.9127,11.7219,10.1464,10.4039,11.3609,11.4762,9.88105,11.7379,11.3454,11.6038,11.5548,12.0032,11.8112,10.3742,11.1183,11.7306,11.2256,11.4279,10.9884,10.4917,11.3651,11.6909,11.3321,11.7402,11.6915,11.0686,11.1522,10.9973,11.231,11.3711,11.2871,11.7088,11.3022,11.0529,11.2597,11.4379,11.5508,11.4439,11.1106,11.2202,11.2891,10.8084,11.504,11.4175,11.0623,11.1242,11.4847,11.2227,11.3154,11.0115,11.0148,11.3423,11.2574,11.1241,11.6388,11.3124,11.5779,11.5647,11.3404,10.791,11.3406,10.8156,11.3664,10.6749,11.311
RPL28,10.4163,10.5644,10.4218,10.6822,10.5951,10.9055,11.0426,10.6957,11.0034,8.56197,10.7867,10.6677,10.4525,10.542,10.5782,10.6346,10.4741,10.3785,10.7965,10.2673,9.78136,10.5672,10.8753,10.7652,10.5877,10.6261,10.5752,10.9351,10.9121,11.0156,10.5255,11.0552,10.473,11.2336,7.76212,10.0102,10.8085,10.8855,9.23541,10.9586,10.4849,8.35461,10.8643,9.83218,11.0563,9.38048,10.321,9.85467,10.3758,9.8814,10.7365,9.30034,10.7416,10.2221,10.6974,10.8802,11.0103,10.8815,9.12373,10.7109,10.595,10.7649,11.0368,10.8071,10.5378,10.8343,10.647,10.6676,10.7159,10.1948,10.581,10.6917,10.392,9.99383,10.4376,10.8219,10.4873,10.6554,10.2435,10.5224,10.3539,11.0696,10.5755,10.5364,10.7688,10.1384,11.0165,10.7358,10.8704,10.678,10.5916,10.6905,10.8735,10.3816,10.98,10.6202,10.8394
RPL30,10.5808,10.4523,11.3322,11.098,11.248,11.232,11.8975,11.2575,11.2564,9.53646,11.0988,11.4973,10.9331,10.8362,10.8032,11.3533,10.6907,10.7322,11.2883,10.058,9.47372,11.2142,11.9902,11.0227,11.0049,11.2235,11.3338,11.4812,11.5369,11.8197,11.6945,11.7029,10.8599,11.7581,8.2957,10.5169,11.7156,11.2247,9.97291,11.9721,10.9904,8.58652,11.7788,9.20485,11.5577,10.2824,10.9842,10.2751,11.3119,10.7557,11.0801,9.7102,11.2718,11.6639,11.1277,12.0757,11.69,11.2229,9.00902,11.0184,11.1605,11.1393,11.2962,11.0913,11.5541,11.231,11.29,11.0439,11.3431,11.4702,10.9758,11.5676,11.3437,10.1011,10.9926,11.0983,10.8753,11.0441,10.9276,11.0189,11.2369,10.5309,11.39,10.6835,11.4172,11.0093,11.4184,11.364,11.5004,11.1831,11.3207,11.2831,11.158,10.8208,11.3925,11.051,11.4146
RPL34,10.8005,10.961,11.559,11.313,11.319,11.3697,12.057,11.2043,11.2784,10.8335,11.28,11.4919,11.2085,10.9019,11.0289,11.1497,11.0655,10.721,11.1947,11.0351,11.1867,11.2919,11.9566,11.5226,11.418,11.3836,11.172,11.4216,11.4167,11.6859,11.5596,11.3639,10.956,11.808,10.0367,10.7082,11.5365,11.1828,10.4657,11.7393,10.8553,10.75,11.2237,10.3994,11.4906,11.0091,11.0246,11.0792,11.0724,11.5438,11.1573,11.183,11.3598,11.5911,11.2595,11.7966,11.7086,10.9893,11.2305,10.9728,11.0956,11.125,11.5228,11.1288,11.4266,11.4499,11.1312,10.9376,11.3836,11.3994,10.7971,11.6583,11.1301,10.7103,11.3092,11.2425,10.8881,10.8949,11.3719,10.9695,11.0267,10.2448,11.2681,11.1043,11.233,11.2625,11.3426,11.1912,11.4285,11.2829,11.3673,11.0885,10.9278,10.7353,11.1994,11.1855,11.2401
RPL35,9.08836,8.82396,9.83995,9.68507,9.61018,9.62236,10.38,9.68612,10.0239,6.09096,9.5231,9.47903,9.44292,9.16744,9.12745,9.17348,9.26871,8.96236,10.0116,8.26,8.21812,10.2317,10.8817,9.93187,9.80371,9.89241,10.1491,10.262,10.146,10.7135,10.3437,10.2165,9.70673,10.72,6.39663,9.35623,10.0986,9.88354,8.10993,10.4339,9.87296,7.04518,9.82636,9.23233,10.1964,7.96069,9.65568,8.37919,9.94093,9.05973,9.65363,7.42722,10.0175,10.2851,9.53401,10.7259,10.6502,10.192,7.65071,9.7655,9.86529,9.91305,10.3923,9.87896,10.179,10.2577,10.0238,9.57476,10.2364,10.0246,9.72504,10.2621,9.81081,8.72846,9.39607,10.0202,9.62441,9.92869,9.78893,9.62348,9.61722,10.2114,9.89181,9.44285,9.9868,9.5401,10.0864,10.129,10.2875,9.79378,9.77099,10.119,9.96813,9.29207,10.1963,9.96718,10.1284
RPL6,9.52971,7.77519,10.2469,9.84088,10.2235,10.1736,10.7142,9.9777,10.4493,7.36045,10.0339,10.3148,9.15331,9.96565,9.47532,10.1773,9.88151,9.86438,10.5734,8.26515,7.21687,10.1199,10.6225,8.64979,9.10646,8.88084,9.71365,10.3624,9.95322,10.6627,9.94248,10.8831,9.36543,10.424,7.22733,9.30205,10.5347,10.0692,8.63516,10.4913,9.99392,6.42209,10.3606,6.93199,10.4024,8.25178,10.0021,7.69108,10.238,8.27549,10.5565,7.36912,10.3966,10.3048,10.1311,10.9073,10.6964,10.2709,6.38963,9.83681,9.92178,10.0482,10.14,8.91203,10.1316,10.3602,9.94605,9.22323,10.3818,9.98326,10.0482,10.0358,10.322,8.80988,9.72408,9.77583,9.59087,9.64911,8.3602,9.77328,10.0111,9.32822,10.0837,8.90904,10.0814,10.0075,10.2517,10.0344,10.3172,9.50505,10.0377,10.1628,10.0131,9.53233,10.7652,10.076,10.4342
RPL9,10.9026,10.2271,11.5546,11.1621,11.2693,11.4381,11.7527,11.2471,11.5077,9.19951,11.1742,11.5341,11.156,10.9596,11.0016,11.5591,10.9879,11.0002,11.3232,10.5697,9.7994,11.1899,11.6989,11.2499,10.8007,11.1723,10.9986,11.2801,11.502,11.5864,11.3392,11.4262,10.6211,11.3973,8.85818,10.3086,11.2188,11.1942,10.5608,11.7994,11.0492,9.62935,11.3557,9.0012,11.457,9.96612,11.0817,10.1966,10.9158,10.5936,11.0795,8.95025,11.1003,11.451,11.2411,11.7152,11.5538,10.8289,9.0546,10.7883,10.9558,11.0482,11.0805,11.197,11.2913,11.0055,11.0295,10.9396,11.45,11.3594,10.7764,11.2343,11.2144,10.1805,11.2289,11.0078,10.7814,10.7649,11.0711,11.1135,11.3578,10.448,11.1217,11.0701,10.9326,11.2022,11.2755,11.0952,11.345,10.9938,11.3548,11.0149,11.0226,10.667,11.3637,11.0649,11.1831
